259.48323584508927,176.1749244943992,275.581942743417
272.97295063997706,199.69333378303176,264.82620564149227
273.09276255992586,170.56042487212846,306.6744916161256
282.5360243962684,165.89610685717543,298.95549857549855
294.49832312627586,185.80395158938467,253.71266375545852
302.52109202613246,128.9003158395708,320.09765184992636
298.9347202574851,124.1279508909452,289.46849791196536
287.31447466932866,154.0039805340654,283.0049167644196
303.2649041639128,145.00099140779906,279.37000922387665
243.6163325245818,177.10483973949687,252.70281995661605
243.31241178131177,183.46240707631506,260.7243456976087
241.3726617083615,154.55615656224177,269.7796877345744
246.38865051903113,168.557785467128,248.7569809234172
264.2294015411354,128.6413245766492,284.7799593771158
270.2631465566113,156.544468128529,246.03944326064288
267.94197744131696,196.85336856010568,244.17541366358745
256.2542033063665,156.46222300386916,232.32236977912336
233.67462260301917,179.29634162926698,240.52607215793057
252.16273419958037,204.75698457687636,235.81854662191742
266.5667813575227,178.26793869252424,233.91833476605674
273.41597850308034,174.43020055053086,255.24725130890053
275.34037680407914,143.85398841932417,262.39598714496657
300.44477421413757,156.97127812350408,256.81328488557403
257.53064000690966,171.21464199343583,302.56670984455957
